image_path,label
C:\Users\csais\Desktop\total1\benign\ISIC_0000224_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013986_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000110_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010860_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000213_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015363_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015952_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010054_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000327_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000105_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000014_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015411_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013925_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015156_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000295_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013969_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012813_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013861_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000045_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016023_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000021_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009897_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012290_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015167_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000351_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000410_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001131_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000294_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010225_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000147_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000234_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011135_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010094_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016024_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012501_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000390_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013671_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000379_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012517_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010372_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015631_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012342_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013150_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013777_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013184_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010468_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015436_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000137_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014059_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000027_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000243_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016007_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012147_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000052_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015944_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016045_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013617_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000511_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015954_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000199_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000392_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015563_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000313_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012962_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014222_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000302_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000132_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000222_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016022_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015986_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000063_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000307_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016054_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014148_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000207_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014319_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012792_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013054_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016038_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016059_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013258_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000482_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000074_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015559_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000145_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000265_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016043_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014284_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010000_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013184_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013365_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013733_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000326_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000519_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000135_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015956_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013925_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000344_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013948_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015386_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012833_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000138_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013459_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012516_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000338_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015412_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015482_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000306_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000056_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000134_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015960_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013678_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013572_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014229_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010267_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015982_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000345_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013092_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000482_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000186_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012478_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013626_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013134_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000224_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014129_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000000_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013832_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015938_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014506_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014826_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015946_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015989_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012719_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000016_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016017_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000137_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000376_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000161_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013988_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000134_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013059_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013577_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015953_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010024_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015510_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000096_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015961_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013814 (1)_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012435_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000048_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014044_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012475_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010587_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000186_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013767_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013639_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015996_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000347_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000213_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015996_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000211_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000069_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000218_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000135_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000140_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000021_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010379_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016033_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000327_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012469_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015964_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015119_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013733_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013500_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000520_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000319_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014249_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010360_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012377_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000518_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012986_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014129_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009868_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000360_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012898_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000242_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012238_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000278_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014288_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013865_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000121_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016043_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010476_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0016018_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015638_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015985_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015985_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016012_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000102_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012715_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000321_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000368_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012415_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015440_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000251_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013089_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013129_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015957_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012772_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014270_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015383_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000011_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000140_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013867_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012756_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000037_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016033_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010067_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015455_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000167_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000374_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015975_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000349_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000371_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000148_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012517_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015537_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011161_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013063_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000160_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000353_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000120_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015156_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012386_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015563_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000023_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011137_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013129_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012217_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013839_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011140_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013610_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000038_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013936_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015625_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000469_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000239_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013861_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000252_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016029_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001131_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000363_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000017_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000136_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013459_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000354_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015955_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014221_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015954_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000072_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012298_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014336_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000064_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010852_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000092_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000064_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000201_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000019_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014157_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009868_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015568_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015955_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014963_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015617_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015987_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000222_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012932_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012208_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000275_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0010067_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012701_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000370_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0015185_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000420_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000378_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000252_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012386_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000156_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0001119_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015944_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000020_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016062_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015961_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000037_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012952_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000162_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009993_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000157_seg_180.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011344_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000391_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000384_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000134_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013198_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0013150_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015976_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016016_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000320_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000242_seg_0.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011176_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0014183_seg_0.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0015941_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015182_seg_270.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000171_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000348_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015968_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000082_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013975_seg_270.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0012299_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016056_seg_90.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0012435_seg_180.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000068_seg_180.jpg,0
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0009882_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0000161_seg_90.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011210_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013499_seg_270.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0013472_seg_0.jpg,1
C:\Users\csais\Desktop\total1\Melanoma\ISIC_0011349_seg_90.jpg,1
C:\Users\csais\Desktop\total1\benign\ISIC_0000126_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000204_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016040_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015962_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012475_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0000203_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0012986_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015566_seg_180.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013088_seg_270.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0013092_seg_0.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0016052_seg_90.jpg,0
C:\Users\csais\Desktop\total1\benign\ISIC_0015464_seg_0.jpg,0
